candidate,ranking_score,pairwise_accuracy,top_quartile_precision,rank_percentile_mae,zero_exposure_rank_mae,zero_exposure_extreme_overrank_count,pilot_guardrails_pass,pilot_guardrail_violations,pilot_top_team,pilot_top_rating,ratings,reference_band_share,median_rating,p90_rating,minimum_rating,maximum_rating,exact_500_or_2000_count,elite_duplicate_rating_count,distribution_guardrails_pass,historical_zero_guardrail_pass,all_competition_spearman_not_worse,all_competition_pairwise_not_worse,eligible,ucl_matches,ucl_brier,clubelo_team_seasons,clubelo_rank_correlation,elite_cap_matches,elite_mean_rating_gap,ucl_brier_delta,clubelo_rank_correlation_delta,elite_mean_rating_gap_delta,external_gate_pass,final_eligible
c0_e0p5_x0,0.46595743717228094,0.663318826833559,0.5089506162292847,0.23434830255053082,0.2053021651892354,39,True,,Arsenal,2083.5569787194036,1887,0.9772125066242713,1075.827613869686,1747.6534859063288,651.4949936787367,2082.1462543083276,0,0,True,True,False,False,False,171,0.17497842284586135,78,0.8345704927983408,14,16.077272295857824,-0.0005527765573924148,-0.0009104819231401384,8.045074988009771,False,False
c0p25_e0p5_x0,0.46595743717228094,0.663318826833559,0.5089506162292847,0.23434830255053082,0.2053021651892354,39,True,,Arsenal,2083.666308356121,1887,0.9772125066242713,1075.827613869686,1747.6534859063288,651.4949936787367,2082.1462543083276,0,0,True,True,False,False,False,171,0.17497842284586135,78,0.8345704927983408,14,16.077272295857824,-0.0005527765573924148,-0.0009104819231401384,8.045074988009771,False,False
c0p5_e0p5_x0,0.46595743717228094,0.663318826833559,0.5089506162292847,0.23434830255053082,0.2053021651892354,39,True,,Arsenal,2083.77561528554,1887,0.9772125066242713,1075.827613869686,1747.6534859063288,651.4949936787367,2082.1462543083276,0,0,True,True,False,False,False,171,0.17497842284586135,78,0.8345704927983408,14,16.077272295857824,-0.0005527765573924148,-0.0009104819231401384,8.045074988009771,False,False
c0p75_e0p5_x0,0.46595743717228094,0.663318826833559,0.5089506162292847,0.23434830255053082,0.2053021651892354,39,True,,Arsenal,2083.884899535927,1887,0.9772125066242713,1075.827613869686,1747.6534859063288,651.4949936787367,2082.1462543083276,0,0,True,True,False,False,False,171,0.17497842284586135,78,0.8345704927983408,14,16.077272295857824,-0.0005527765573924148,-0.0009104819231401384,8.045074988009771,False,False
c1_e0p5_x0,0.46595743717228094,0.663318826833559,0.5089506162292847,0.23434830255053082,0.2053021651892354,39,True,,Arsenal,2083.994161135486,1887,0.9772125066242713,1075.827613869686,1747.6534859063288,651.4949936787367,2082.1462543083276,0,0,True,True,False,False,False,171,0.17497842284586135,78,0.8345704927983408,14,16.077272295857824,-0.0005527765573924148,-0.0009104819231401384,8.045074988009771,False,False
c0_e0p75_x0,0.46594185125806353,0.663259654616743,0.5089506162292847,0.23439260747735555,0.2053021651892354,39,True,,Arsenal,2128.9005304676966,1887,0.972972972972973,1075.827613869686,1747.6534859063288,651.4949936787367,2125.1752974682704,0,0,True,True,False,False,False,171,0.17498904539870797,78,0.8330024405973773,14,22.21378748780855,-0.0005421540045457973,-0.002478534124103704,14.181590179960496,False,False
c0p25_e0p75_x0,0.46594185125806353,0.663259654616743,0.5089506162292847,0.23439260747735555,0.2053021651892354,39,True,,Arsenal,2129.0098601044147,1887,0.972972972972973,1075.827613869686,1747.6534859063288,651.4949936787367,2125.1752974682704,0,0,True,True,False,False,False,171,0.17498904539870797,78,0.8330024405973773,14,22.21378748780855,-0.0005421540045457973,-0.002478534124103704,14.181590179960496,False,False
c0p5_e0p75_x0,0.46594185125806353,0.663259654616743,0.5089506162292847,0.23439260747735555,0.2053021651892354,39,True,,Arsenal,2129.119167033833,1887,0.972972972972973,1075.827613869686,1747.6534859063288,651.4949936787367,2125.1752974682704,0,0,True,True,False,False,False,171,0.17498904539870797,78,0.8330024405973773,14,22.21378748780855,-0.0005421540045457973,-0.002478534124103704,14.181590179960496,False,False
c0p75_e0p75_x0,0.46594185125806353,0.663259654616743,0.5089506162292847,0.23439260747735555,0.2053021651892354,39,True,,Arsenal,2129.2284512842202,1887,0.972972972972973,1075.827613869686,1747.6534859063288,651.4949936787367,2125.1752974682704,0,0,True,True,False,False,False,171,0.17498904539870797,78,0.8330024405973773,14,22.21378748780855,-0.0005421540045457973,-0.002478534124103704,14.181590179960496,False,False
c1_e0p75_x0,0.46594185125806353,0.663259654616743,0.5089506162292847,0.23439260747735555,0.2053021651892354,39,True,,Arsenal,2129.337712883779,1887,0.972972972972973,1075.827613869686,1747.6534859063288,651.4949936787367,2125.1752974682704,0,0,True,True,False,False,False,171,0.17498904539870797,78,0.8330024405973773,14,22.21378748780855,-0.0005421540045457973,-0.002478534124103704,14.181590179960496,False,False
c0_e1_x0,0.46593215024236273,0.6632739196713112,0.5089506162292847,0.23439335175754397,0.2053021651892354,39,True,,Arsenal,2174.2440822159897,1887,0.9703232644409115,1075.827613869686,1747.6534859063288,651.4949936787367,2168.5922157395303,0,0,True,True,False,False,False,171,0.17517085513087813,78,0.8330277317619089,14,28.49401689756964,-0.0003603442723756345,-0.002453242959572055,20.461819589721586,False,False
c0p25_e1_x0,0.46593215024236273,0.6632739196713112,0.5089506162292847,0.23439335175754397,0.2053021651892354,39,True,,Arsenal,2174.3534118527077,1887,0.9703232644409115,1075.827613869686,1747.6534859063288,651.4949936787367,2168.5922157395303,0,0,True,True,False,False,False,171,0.17517085513087813,78,0.8330277317619089,14,28.49401689756964,-0.0003603442723756345,-0.002453242959572055,20.461819589721586,False,False
c0p5_e1_x0,0.46593215024236273,0.6632739196713112,0.5089506162292847,0.23439335175754397,0.2053021651892354,39,True,,Arsenal,2174.462718782126,1887,0.9703232644409115,1075.827613869686,1747.6534859063288,651.4949936787367,2168.5922157395303,0,0,True,True,False,False,False,171,0.17517085513087813,78,0.8330277317619089,14,28.49401689756964,-0.0003603442723756345,-0.002453242959572055,20.461819589721586,False,False
c0p75_e1_x0,0.46593215024236273,0.6632739196713112,0.5089506162292847,0.23439335175754397,0.2053021651892354,39,True,,Arsenal,2174.5720030325133,1887,0.9703232644409115,1075.827613869686,1747.6534859063288,651.4949936787367,2168.5922157395303,0,0,True,True,False,False,False,171,0.17517085513087813,78,0.8330277317619089,14,28.49401689756964,-0.0003603442723756345,-0.002453242959572055,20.461819589721586,False,False
c1_e1_x0,0.46593215024236273,0.6632739196713112,0.5089506162292847,0.23439335175754397,0.2053021651892354,39,True,,Arsenal,2174.6812646320723,1887,0.9703232644409115,1075.827613869686,1747.6534859063288,651.4949936787367,2168.5922157395303,0,0,True,True,False,False,False,171,0.17517085513087813,78,0.8330277317619089,14,28.49401689756964,-0.0003603442723756345,-0.002453242959572055,20.461819589721586,False,False
c0_e1_x0p333333,0.4657294164838897,0.6632191150127089,0.5112181899254299,0.23435661511931177,0.20501341809436063,39,True,,Arsenal,2191.8177947110817,1887,0.9618441971383148,1076.5635231649287,1764.46819103107,651.4949936787367,2210.978156540731,0,0,True,True,False,False,False,171,0.17701661107817726,78,0.8210144286093652,14,32.41503900511959,0.001485411674923498,-0.01446654611211573,24.382841697271537,False,False
c0p25_e1_x0p333333,0.4657294164838897,0.6632191150127089,0.5112181899254299,0.23435661511931177,0.20501341809436063,39,True,,Arsenal,2191.9076879679387,1887,0.9618441971383148,1076.5635231649287,1764.46819103107,651.4949936787367,2210.978156540731,0,0,True,True,False,False,False,171,0.17701661107817726,78,0.8210144286093652,14,32.41503900511959,0.001485411674923498,-0.01446654611211573,24.382841697271537,False,False
c0p5_e1_x0p333333,0.4657294164838897,0.6632191150127089,0.5112181899254299,0.23435661511931177,0.20501341809436063,39,True,,Arsenal,2191.9975625543493,1887,0.9618441971383148,1076.5635231649287,1764.46819103107,651.4949936787367,2210.978156540731,0,0,True,True,False,False,False,171,0.17701661107817726,78,0.8210144286093652,14,32.41503900511959,0.001485411674923498,-0.01446654611211573,24.382841697271537,False,False
c0p75_e1_x0p333333,0.4657294164838897,0.6632191150127089,0.5112181899254299,0.23435661511931177,0.20501341809436063,39,True,,Arsenal,2192.0874184935565,1887,0.9618441971383148,1076.5635231649287,1764.46819103107,651.4949936787367,2210.978156540731,0,0,True,True,False,False,False,171,0.17701661107817726,78,0.8210144286093652,14,32.41503900511959,0.001485411674923498,-0.01446654611211573,24.382841697271537,False,False
c1_e1_x0p333333,0.4657294164838897,0.6632191150127089,0.5112181899254299,0.23435661511931177,0.20501341809436063,39,True,,Arsenal,2192.1772558087496,1887,0.9618441971383148,1076.5635231649287,1764.46819103107,651.4949936787367,2210.978156540731,0,0,True,True,False,False,False,171,0.17701661107817726,78,0.8210144286093652,14,32.41503900511959,0.001485411674923498,-0.01446654611211573,24.382841697271537,False,False
c0_e0p75_x0p333333,0.4657036369989273,0.6632511306244926,0.5112181899254299,0.23434058214014652,0.20501341809436063,39,True,,Arsenal,2145.0517001628423,1887,0.9623741388447271,1076.5635231649287,1764.46819103107,651.4949936787367,2157.870226835532,0,0,True,True,False,False,False,171,0.17672828687818,78,0.8214190872418718,14,25.737923076419438,0.0011970874749262506,-0.014061887479609125,17.705725768571384,False,False
c0p25_e0p75_x0p333333,0.4657036369989273,0.6632511306244926,0.5112181899254299,0.23434058214014652,0.20501341809436063,39,True,,Arsenal,2145.1415934196993,1887,0.9623741388447271,1076.5635231649287,1764.46819103107,651.4949936787367,2157.870226835532,0,0,True,True,False,False,False,171,0.17672828687818,78,0.8214190872418718,14,25.737923076419438,0.0011970874749262506,-0.014061887479609125,17.705725768571384,False,False
c0p5_e0p75_x0p333333,0.4657036369989273,0.6632511306244926,0.5112181899254299,0.23434058214014652,0.20501341809436063,39,True,,Arsenal,2145.23146800611,1887,0.9623741388447271,1076.5635231649287,1764.46819103107,651.4949936787367,2157.870226835532,0,0,True,True,False,False,False,171,0.17672828687818,78,0.8214190872418718,14,25.737923076419438,0.0011970874749262506,-0.014061887479609125,17.705725768571384,False,False
c0p75_e0p75_x0p333333,0.4657036369989273,0.6632511306244926,0.5112181899254299,0.23434058214014652,0.20501341809436063,39,True,,Arsenal,2145.321323945317,1887,0.9623741388447271,1076.5635231649287,1764.46819103107,651.4949936787367,2157.870226835532,0,0,True,True,False,False,False,171,0.17672828687818,78,0.8214190872418718,14,25.737923076419438,0.0011970874749262506,-0.014061887479609125,17.705725768571384,False,False
c1_e0p75_x0p333333,0.4657036369989273,0.6632511306244926,0.5112181899254299,0.23434058214014652,0.20501341809436063,39,True,,Arsenal,2145.41116126051,1887,0.9623741388447271,1076.5635231649287,1764.46819103107,651.4949936787367,2157.870226835532,0,0,True,True,False,False,False,171,0.17672828687818,78,0.8214190872418718,14,25.737923076419438,0.0011970874749262506,-0.014061887479609125,17.705725768571384,False,False
c0_e0p25_x0p333333,0.4655724855463127,0.6631915041379829,0.5112181899254299,0.234353595414793,0.20501341809436063,39,True,,Arsenal,2051.5195110663626,1887,0.9687334393216747,1076.5635231649287,1764.46819103107,651.4949936787367,2062.8572070077535,0,0,True,True,False,False,False,171,0.17670708972648164,78,0.8201545290152884,14,14.050310011123656,0.001175890323227874,-0.01532644570619257,6.018112703275603,False,False
c0p25_e0p25_x0p333333,0.4655724855463127,0.6631915041379829,0.5112181899254299,0.234353595414793,0.20501341809436063,39,True,,Arsenal,2051.6094043232197,1887,0.9687334393216747,1076.5635231649287,1764.46819103107,651.4949936787367,2062.8572070077535,0,0,True,True,False,False,False,171,0.17670708972648164,78,0.8201545290152884,14,14.050310011123656,0.001175890323227874,-0.01532644570619257,6.018112703275603,False,False
c0p5_e0p25_x0p333333,0.4655724855463127,0.6631915041379829,0.5112181899254299,0.234353595414793,0.20501341809436063,39,True,,Arsenal,2051.6992789096303,1887,0.9687334393216747,1076.5635231649287,1764.46819103107,651.4949936787367,2062.8572070077535,0,0,True,True,False,False,False,171,0.17670708972648164,78,0.8201545290152884,14,14.050310011123656,0.001175890323227874,-0.01532644570619257,6.018112703275603,False,False
c0p75_e0p25_x0p333333,0.4655724855463127,0.6631915041379829,0.5112181899254299,0.234353595414793,0.20501341809436063,39,True,,Arsenal,2051.7891348488374,1887,0.9687334393216747,1076.5635231649287,1764.46819103107,651.4949936787367,2062.8572070077535,0,0,True,True,False,False,False,171,0.17670708972648164,78,0.8201545290152884,14,14.050310011123656,0.001175890323227874,-0.01532644570619257,6.018112703275603,False,False
c1_e0p25_x0p333333,0.4655724855463127,0.6631915041379829,0.5112181899254299,0.234353595414793,0.20501341809436063,39,True,,Arsenal,2051.8789721640305,1887,0.9687334393216747,1076.5635231649287,1764.46819103107,651.4949936787367,2062.8572070077535,0,0,True,True,False,False,False,171,0.17670708972648164,78,0.8201545290152884,14,14.050310011123656,0.001175890323227874,-0.01532644570619257,6.018112703275603,False,False
c0_e0_x0p333333,0.4655019004452541,0.6633300325518796,0.5112181899254299,0.2343231598099496,0.20501341809436063,39,True,,Arsenal,2004.7534165181228,1887,0.9809220985691574,1076.5635231649287,1764.46819103107,651.4949936787367,2017.2970436619319,0,0,True,True,False,False,False,171,0.1770101329107531,78,0.8153239165897394,14,11.89070954624583,0.001478933507499336,-0.020157058131741623,3.8585122383977772,False,False
c0p25_e0_x0p333333,0.4655019004452541,0.6633300325518796,0.5112181899254299,0.2343231598099496,0.20501341809436063,39,True,,Arsenal,2004.8433097749796,1887,0.9809220985691574,1076.5635231649287,1764.46819103107,651.4949936787367,2017.2970436619319,0,0,True,True,False,False,False,171,0.1770101329107531,78,0.8153239165897394,14,11.89070954624583,0.001478933507499336,-0.020157058131741623,3.8585122383977772,False,False
c0p5_e0_x0p333333,0.4655019004452541,0.6633300325518796,0.5112181899254299,0.2343231598099496,0.20501341809436063,39,True,,Arsenal,2004.9331843613904,1887,0.9809220985691574,1076.5635231649287,1764.46819103107,651.4949936787367,2017.2970436619319,0,0,True,True,False,False,False,171,0.1770101329107531,78,0.8153239165897394,14,11.89070954624583,0.001478933507499336,-0.020157058131741623,3.8585122383977772,False,False
c0p75_e0_x0p333333,0.4655019004452541,0.6633300325518796,0.5112181899254299,0.2343231598099496,0.20501341809436063,39,True,,Arsenal,2005.0230403005976,1887,0.9809220985691574,1076.5635231649287,1764.46819103107,651.4949936787367,2017.2970436619319,0,0,True,True,False,False,False,171,0.1770101329107531,78,0.8153239165897394,14,11.89070954624583,0.001478933507499336,-0.020157058131741623,3.8585122383977772,False,False
c1_e0_x0p333333,0.4655019004452541,0.6633300325518796,0.5112181899254299,0.2343231598099496,0.20501341809436063,39,True,,Arsenal,2005.1128776157905,1887,0.9809220985691574,1076.5635231649287,1764.46819103107,651.4949936787367,2017.2970436619319,0,0,True,True,False,False,False,171,0.1770101329107531,78,0.8153239165897394,14,11.89070954624583,0.001478933507499336,-0.020157058131741623,3.8585122383977772,False,False
c0_e0p5_x0p333333,0.46548841352688475,0.6631311661264648,0.5112181899254299,0.23438414278678277,0.20501341809436063,39,True,,Arsenal,2098.2856056146024,1887,0.9634340222575517,1076.5635231649287,1764.46819103107,651.4949936787367,2108.417370353576,0,0,True,True,False,False,False,171,0.17661895251347925,78,0.8203568583315418,14,19.52458574709848,0.0010877531102254923,-0.015124116389939157,11.492388439250428,False,False
c0p25_e0p5_x0p333333,0.46548841352688475,0.6631311661264648,0.5112181899254299,0.23438414278678277,0.20501341809436063,39,True,,Arsenal,2098.375498871459,1887,0.9634340222575517,1076.5635231649287,1764.46819103107,651.4949936787367,2108.417370353576,0,0,True,True,False,False,False,171,0.17661895251347925,78,0.8203568583315418,14,19.52458574709848,0.0010877531102254923,-0.015124116389939157,11.492388439250428,False,False
c0p5_e0p5_x0p333333,0.46548841352688475,0.6631311661264648,0.5112181899254299,0.23438414278678277,0.20501341809436063,39,True,,Arsenal,2098.46537345787,1887,0.9634340222575517,1076.5635231649287,1764.46819103107,651.4949936787367,2108.417370353576,0,0,True,True,False,False,False,171,0.17661895251347925,78,0.8203568583315418,14,19.52458574709848,0.0010877531102254923,-0.015124116389939157,11.492388439250428,False,False
c0p75_e0p5_x0p333333,0.46548841352688475,0.6631311661264648,0.5112181899254299,0.23438414278678277,0.20501341809436063,39,True,,Arsenal,2098.5552293970773,1887,0.9634340222575517,1076.5635231649287,1764.46819103107,651.4949936787367,2108.417370353576,0,0,True,True,False,False,False,171,0.17661895251347925,78,0.8203568583315418,14,19.52458574709848,0.0010877531102254923,-0.015124116389939157,11.492388439250428,False,False
c1_e0p5_x0p333333,0.46548841352688475,0.6631311661264648,0.5112181899254299,0.23438414278678277,0.20501341809436063,39,True,,Arsenal,2098.6450667122704,1887,0.9634340222575517,1076.5635231649287,1764.46819103107,651.4949936787367,2108.417370353576,0,0,True,True,False,False,False,171,0.17661895251347925,78,0.8203568583315418,14,19.52458574709848,0.0010877531102254923,-0.015124116389939157,11.492388439250428,False,False
c0_e1_x0p666667,0.46485239264281686,0.6627292376267054,0.5099986777303079,0.23466166493399876,0.20507094605700682,39,True,,Arsenal,2209.3915072061736,1887,0.9591944886062533,1077.1628179417426,1781.7458568270888,651.4949936787367,2253.364097341932,0,0,True,True,False,False,False,171,0.1790150524076675,78,0.8093046194312016,14,38.66023424510711,0.0034838530044137284,-0.026176355290279396,30.62803693725906,False,False
c0p25_e1_x0p666667,0.46485239264281686,0.6627292376267054,0.5099986777303079,0.23466166493399876,0.20507094605700682,39,True,,Arsenal,2209.4619640831697,1887,0.9591944886062533,1077.1628179417426,1781.7458568270888,651.4949936787367,2253.364097341932,0,0,True,True,False,False,False,171,0.1790150524076675,78,0.8093046194312016,14,38.66023424510711,0.0034838530044137284,-0.026176355290279396,30.62803693725906,False,False
c0p5_e1_x0p666667,0.46485239264281686,0.6627292376267054,0.5099986777303079,0.23466166493399876,0.20507094605700682,39,True,,Arsenal,2209.5324063265725,1887,0.9591944886062533,1077.1628179417426,1781.7458568270888,651.4949936787367,2253.364097341932,0,0,True,True,False,False,False,171,0.1790150524076675,78,0.8093046194312016,14,38.66023424510711,0.0034838530044137284,-0.026176355290279396,30.62803693725906,False,False
c0p75_e1_x0p666667,0.46485239264281686,0.6627292376267054,0.5099986777303079,0.23466166493399876,0.20507094605700682,39,True,,Arsenal,2209.6028339545996,1887,0.9591944886062533,1077.1628179417426,1781.7458568270888,651.4949936787367,2253.364097341932,0,0,True,True,False,False,False,171,0.1790150524076675,78,0.8093046194312016,14,38.66023424510711,0.0034838530044137284,-0.026176355290279396,30.62803693725906,False,False
c1_e1_x0p666667,0.46485239264281686,0.6627292376267054,0.5099986777303079,0.23466166493399876,0.20507094605700682,39,True,,Arsenal,2209.673246985427,1887,0.9591944886062533,1077.1628179417426,1781.7458568270888,651.4949936787367,2253.364097341932,0,0,True,True,False,False,False,171,0.1790150524076675,78,0.8093046194312016,14,38.66023424510711,0.0034838530044137284,-0.026176355290279396,30.62803693725906,False,False
c0_e0p75_x0p666667,0.46479439201761685,0.6626705917842377,0.5099986777303079,0.23469108890844254,0.20507094605700682,39,True,,Arsenal,2161.2028698579875,1887,0.9591944886062533,1077.1628179417426,1781.7458568270888,651.4949936787367,2197.3057270975546,0,0,True,True,False,False,False,171,0.17862107226540458,78,0.8081412258627448,14,32.93163260175879,0.0030898728621508165,-0.027339748858736135,24.89943529391074,False,False
c0p25_e0p75_x0p666667,0.46479439201761685,0.6626705917842377,0.5099986777303079,0.23469108890844254,0.20507094605700682,39,True,,Arsenal,2161.2733267349836,1887,0.9591944886062533,1077.1628179417426,1781.7458568270888,651.4949936787367,2197.3057270975546,0,0,True,True,False,False,False,171,0.17862107226540458,78,0.8081412258627448,14,32.93163260175879,0.0030898728621508165,-0.027339748858736135,24.89943529391074,False,False
c0p5_e0p75_x0p666667,0.46479439201761685,0.6626705917842377,0.5099986777303079,0.23469108890844254,0.20507094605700682,39,True,,Arsenal,2161.343768978387,1887,0.9591944886062533,1077.1628179417426,1781.7458568270888,651.4949936787367,2197.3057270975546,0,0,True,True,False,False,False,171,0.17862107226540458,78,0.8081412258627448,14,32.93163260175879,0.0030898728621508165,-0.027339748858736135,24.89943529391074,False,False
c0p75_e0p75_x0p666667,0.46479439201761685,0.6626705917842377,0.5099986777303079,0.23469108890844254,0.20507094605700682,39,True,,Arsenal,2161.414196606414,1887,0.9591944886062533,1077.1628179417426,1781.7458568270888,651.4949936787367,2197.3057270975546,0,0,True,True,False,False,False,171,0.17862107226540458,78,0.8081412258627448,14,32.93163260175879,0.0030898728621508165,-0.027339748858736135,24.89943529391074,False,False
c1_e0p75_x0p666667,0.46479439201761685,0.6626705917842377,0.5099986777303079,0.23469108890844254,0.20507094605700682,39,True,,Arsenal,2161.4846096372407,1887,0.9591944886062533,1077.1628179417426,1781.7458568270888,651.4949936787367,2197.3057270975546,0,0,True,True,False,False,False,171,0.17862107226540458,78,0.8081412258627448,14,32.93163260175879,0.0030898728621508165,-0.027339748858736135,24.89943529391074,False,False
c0_e0p5_x0p666667,0.46476090209087095,0.6626554698256416,0.5099986777303079,0.23469108890844254,0.20507094605700682,39,True,,Arsenal,2113.0142325098013,1887,0.9591944886062533,1077.1628179417426,1781.7458568270888,651.4949936787367,2141.2473568531777,0,0,True,True,False,False,False,171,0.17841227578255517,78,0.8075848202430479,14,27.2030309584108,0.002881076379301406,-0.027896154478433077,19.17083365056275,False,False
c0p25_e0p5_x0p666667,0.46476090209087095,0.6626554698256416,0.5099986777303079,0.23469108890844254,0.20507094605700682,39,True,,Arsenal,2113.0846893867974,1887,0.9591944886062533,1077.1628179417426,1781.7458568270888,651.4949936787367,2141.2473568531777,0,0,True,True,False,False,False,171,0.17841227578255517,78,0.8075848202430479,14,27.2030309584108,0.002881076379301406,-0.027896154478433077,19.17083365056275,False,False
c0p5_e0p5_x0p666667,0.46476090209087095,0.6626554698256416,0.5099986777303079,0.23469108890844254,0.20507094605700682,39,True,,Arsenal,2113.1551316302002,1887,0.9591944886062533,1077.1628179417426,1781.7458568270888,651.4949936787367,2141.2473568531777,0,0,True,True,False,False,False,171,0.17841227578255517,78,0.8075848202430479,14,27.2030309584108,0.002881076379301406,-0.027896154478433077,19.17083365056275,False,False
c0p75_e0p5_x0p666667,0.46476090209087095,0.6626554698256416,0.5099986777303079,0.23469108890844254,0.20507094605700682,39,True,,Arsenal,2113.225559258228,1887,0.9591944886062533,1077.1628179417426,1781.7458568270888,651.4949936787367,2141.2473568531777,0,0,True,True,False,False,False,171,0.17841227578255517,78,0.8075848202430479,14,27.2030309584108,0.002881076379301406,-0.027896154478433077,19.17083365056275,False,False
c1_e0p5_x0p666667,0.46476090209087095,0.6626554698256416,0.5099986777303079,0.23469108890844254,0.20507094605700682,39,True,,Arsenal,2113.2959722890546,1887,0.9591944886062533,1077.1628179417426,1781.7458568270888,651.4949936787367,2141.2473568531777,0,0,True,True,False,False,False,171,0.17841227578255517,78,0.8075848202430479,14,27.2030309584108,0.002881076379301406,-0.027896154478433077,19.17083365056275,False,False
c0_e0_x0p666667,0.4646792161840886,0.6628583523971766,0.5099986777303079,0.234597730672199,0.20507094605700682,39,True,,Arsenal,2016.6369578134286,1887,0.9607843137254902,1077.1628179417426,1781.7458568270888,651.4949936787367,2038.5059193354223,0,0,True,True,False,False,False,171,0.1786363727076282,78,0.8057891475612994,14,18.42240167708459,0.003105173304374431,-0.029691827160181594,10.390204369236537,False,False
